-3.141593 0.000000
-3.041593 0.099958
-2.941593 0.199667
-2.841593 0.298876
-2.741593 0.397339
-2.641593 0.494808
-2.541593 0.591040
-2.441593 0.685796
-2.341593 0.778837
-2.241593 0.869931
-2.141593 0.958851
-2.041593 1.045375
-1.941593 1.129285
-1.841593 1.210373
-1.741593 1.288435
-1.641593 1.363277
-1.541593 1.434712
-1.441593 1.502561
-1.341593 1.566654
-1.241593 1.626831
-1.141593 1.682942
-1.041593 1.734846
-0.941593 1.782415
-0.841593 1.825528
-0.741593 1.864078
-0.641593 1.897969
-0.541593 1.927116
-0.441593 1.951447
-0.341593 1.970899
-0.241593 1.985426
-0.141593 1.994990
-0.041593 1.999568
0.058407 1.999147
0.158407 1.993730
0.258407 1.983330
0.358407 1.967972
0.458407 1.947695
0.558407 1.922550
0.658407 1.892600
0.758407 1.857919
0.858407 1.818595
0.958407 1.774725
1.058408 1.726419
1.158407 1.673797
1.258407 1.616993
1.358407 1.556147
1.458407 1.491410
1.558408 1.422947
1.658407 1.350926
1.758407 1.275529
1.858407 1.196944
1.958407 1.115368
2.058408 1.031003
2.158407 0.944061
2.258407 0.854760
2.358407 0.763322
2.458407 0.669976
2.558408 0.574956
2.658407 0.478499
2.758407 0.380845
2.858407 0.282240
2.958407 0.182929
3.058408 0.083161
