0.000000	-0.000624
0.000002	-0.000823
0.000004	-0.001023
0.000006	-0.001224
0.000008	-0.001424
0.000010	-0.001622
0.000012	-0.001820
0.000014	-0.002020
0.000016	-0.002220
0.000018	-0.002420
0.000020	-0.002618
0.000022	-0.002816
0.000024	-0.003015
0.000026	-0.003215
0.000028	-0.003414
0.000030	-0.003612
0.000032	-0.003809
0.000034	-0.004008
0.000036	-0.004208
0.000038	-0.004406
0.000040	-0.004603
0.000042	-0.004801
0.000044	-0.004999
0.000046	-0.005198
0.000048	-0.005396
0.000050	-0.005593
0.000052	-0.005790
0.000054	-0.005988
0.000056	-0.006187
0.000058	-0.006385
0.000060	-0.006581
0.000062	-0.006777
0.000064	-0.006975
0.000066	-0.007173
0.000068	-0.007371
0.000070	-0.007567
0.000072	-0.007763
0.000074	-0.007960
0.000076	-0.008158
0.000078	-0.008355
0.000080	-0.008551
0.000082	-0.008746
0.000084	-0.008943
0.000086	-0.009141
0.000088	-0.009338
0.000090	-0.009533
0.000092	-0.009728
0.000094	-0.009924
0.000096	-0.010122
0.000098	-0.010318
0.000100	-0.010513
0.000102	-0.010707
0.000104	-0.010903
0.000106	-0.011100
0.000108	-0.011296
0.000110	-0.011491
0.000112	-0.011685
0.000114	-0.011881
0.000116	-0.012077
0.000118	-0.012273
0.000120	-0.012467
0.000122	-0.012660
0.000124	-0.012856
0.000126	-0.013052
0.000128	-0.013247
0.000130	-0.013441
0.000132	-0.013634
0.000134	-0.013829
0.000136	-0.014025
0.000138	-0.014220
0.000140	-0.014413
0.000142	-0.014606
0.000144	-0.014800
0.000146	-0.014996
0.000148	-0.015191
0.000150	-0.015383
0.000152	-0.015575
0.000154	-0.015770
0.000156	-0.015965
0.000158	-0.016160
0.000160	-0.016351
0.000162	-0.016543
0.000164	-0.016737
0.000166	-0.016933
0.000168	-0.017127
0.000170	-0.017318
0.000172	-0.017509
0.000174	-0.017702
0.000176	-0.017898
0.000178	-0.018092
0.000180	-0.018282
0.000182	-0.018472
0.000184	-0.018666
0.000186	-0.018861
0.000188	-0.019055
0.000190	-0.019244
0.000192	-0.019434
0.000194	-0.019627
0.000196	-0.019823
0.000198	-0.020016
0.000200	-0.020205
0.000202	-0.020394
0.000204	-0.020587
0.000206	-0.020783
0.000208	-0.020976
0.000210	-0.021163
0.000212	-0.021351
0.000214	-0.021544
0.000216	-0.021741
0.000218	-0.021934
0.000220	-0.022120
0.000222	-0.022306
0.000224	-0.022500
0.000226	-0.022698
0.000228	-0.022891
0.000230	-0.023074
0.000232	-0.023257
0.000234	-0.023453
0.000236	-0.023655
0.000238	-0.023849
0.000240	-0.024024
0.000242	-0.024200
0.000244	-0.024404
0.000246	-0.024627
0.000248	-0.024811
0.000250	-0.024878
0.000252	-0.024791
0.000254	-0.024588
0.000256	-0.024345
0.000258	-0.024122
0.000260	-0.023926
0.000262	-0.023732
0.000264	-0.023520
0.000266	-0.023298
0.000268	-0.023084
0.000270	-0.022882
0.000272	-0.022681
0.000274	-0.022470
0.000276	-0.022253
0.000278	-0.022042
0.000280	-0.021838
0.000282	-0.021635
0.000284	-0.021425
0.000286	-0.021211
0.000288	-0.021000
0.000290	-0.020796
0.000292	-0.020591
0.000294	-0.020382
0.000296	-0.020170
0.000298	-0.019960
0.000300	-0.019755
0.000302	-0.019551
0.000304	-0.019342
0.000306	-0.019131
0.000308	-0.018922
0.000310	-0.018717
0.000312	-0.018512
0.000314	-0.018304
0.000316	-0.018094
0.000318	-0.017885
0.000320	-0.017681
0.000322	-0.017476
0.000324	-0.017268
0.000326	-0.017059
0.000328	-0.016851
0.000330	-0.016646
0.000332	-0.016442
0.000334	-0.016234
0.000336	-0.016026
0.000338	-0.015819
0.000340	-0.015614
0.000342	-0.015410
0.000344	-0.015203
0.000346	-0.014995
0.000348	-0.014788
0.000350	-0.014584
0.000352	-0.014380
0.000354	-0.014173
0.000356	-0.013966
0.000358	-0.013760
0.000360	-0.013556
0.000362	-0.013352
0.000364	-0.013146
0.000366	-0.012939
0.000368	-0.012733
0.000370	-0.012530
0.000372	-0.012326
0.000374	-0.012121
0.000376	-0.011914
0.000378	-0.011709
0.000380	-0.011506
0.000382	-0.011302
0.000384	-0.011097
0.000386	-0.010891
0.000388	-0.010687
0.000390	-0.010484
0.000392	-0.010281
0.000394	-0.010076
0.000396	-0.009871
0.000398	-0.009666
0.000400	-0.009464
0.000402	-0.009261
0.000404	-0.009057
0.000406	-0.008852
0.000408	-0.008648
0.000410	-0.008446
0.000412	-0.008244
0.000414	-0.008040
0.000416	-0.007835
0.000418	-0.007632
0.000420	-0.007430
0.000422	-0.007228
0.000424	-0.007025
0.000426	-0.006821
0.000428	-0.006618
0.000430	-0.006416
0.000432	-0.006215
0.000434	-0.006012
0.000436	-0.005808
0.000438	-0.005605
0.000440	-0.005404
0.000442	-0.005203
0.000444	-0.005001
0.000446	-0.004798
0.000448	-0.004595
0.000450	-0.004394
0.000452	-0.004194
0.000454	-0.003992
0.000456	-0.003789
0.000458	-0.003587
0.000460	-0.003387
0.000462	-0.003186
0.000464	-0.002985
0.000466	-0.002782
0.000468	-0.002581
0.000470	-0.002381
0.000472	-0.002181
0.000474	-0.001980
0.000476	-0.001778
0.000478	-0.001577
0.000480	-0.001377
0.000482	-0.001178
0.000484	-0.000977
0.000486	-0.000775
0.000488	-0.000575
0.000490	-0.000375
0.000492	-0.000176
0.000494	0.000024
0.000496	0.000225
0.000498	0.000426
0.000500	0.000624
0.000502	0.000823
0.000504	0.001023
0.000506	0.001224
0.000508	0.001424
0.000510	0.001622
0.000512	0.001820
0.000514	0.002020
0.000516	0.002220
0.000518	0.002420
0.000520	0.002618
0.000522	0.002816
0.000524	0.003015
0.000526	0.003215
0.000528	0.003414
0.000530	0.003612
0.000532	0.003809
0.000534	0.004008
0.000536	0.004208
0.000538	0.004406
0.000540	0.004603
0.000542	0.004801
0.000544	0.004999
0.000546	0.005198
0.000548	0.005396
0.000550	0.005593
0.000552	0.005790
0.000554	0.005988
0.000556	0.006187
0.000558	0.006385
0.000560	0.006581
0.000562	0.006777
0.000564	0.006975
0.000566	0.007173
0.000568	0.007371
0.000570	0.007567
0.000572	0.007763
0.000574	0.007960
0.000576	0.008158
0.000578	0.008355
0.000580	0.008551
0.000582	0.008746
0.000584	0.008943
0.000586	0.009141
0.000588	0.009338
0.000590	0.009533
0.000592	0.009728
0.000594	0.009924
0.000596	0.010122
0.000598	0.010318
0.000600	0.010513
0.000602	0.010707
0.000604	0.010903
0.000606	0.011100
0.000608	0.011296
0.000610	0.011491
0.000612	0.011685
0.000614	0.011881
0.000616	0.012077
0.000618	0.012273
0.000620	0.012467
0.000622	0.012660
0.000624	0.012856
0.000626	0.013052
0.000628	0.013247
0.000630	0.013441
0.000632	0.013634
0.000634	0.013829
0.000636	0.014025
0.000638	0.014220
0.000640	0.014413
0.000642	0.014606
0.000644	0.014800
0.000646	0.014996
0.000648	0.015191
0.000650	0.015383
0.000652	0.015575
0.000654	0.015770
0.000656	0.015965
0.000658	0.016160
0.000660	0.016351
0.000662	0.016543
0.000664	0.016737
0.000666	0.016933
0.000668	0.017127
0.000670	0.017318
0.000672	0.017509
0.000674	0.017702
0.000676	0.017898
0.000678	0.018092
0.000680	0.018282
0.000682	0.018472
0.000684	0.018666
0.000686	0.018861
0.000688	0.019055
0.000690	0.019244
0.000692	0.019434
0.000694	0.019627
0.000696	0.019823
0.000698	0.020016
0.000700	0.020205
0.000702	0.020394
0.000704	0.020587
0.000706	0.020783
0.000708	0.020976
0.000710	0.021163
0.000712	0.021351
0.000714	0.021544
0.000716	0.021741
0.000718	0.021934
0.000720	0.022120
0.000722	0.022306
0.000724	0.022500
0.000726	0.022698
0.000728	0.022891
0.000730	0.023074
0.000732	0.023257
0.000734	0.023453
0.000736	0.023655
0.000738	0.023849
0.000740	0.024024
0.000742	0.024200
0.000744	0.024404
0.000746	0.024627
0.000748	0.024811
0.000750	0.024878
0.000752	0.024791
0.000754	0.024588
0.000756	0.024345
0.000758	0.024122
0.000760	0.023926
0.000762	0.023732
0.000764	0.023520
0.000766	0.023298
0.000768	0.023084
0.000770	0.022882
0.000772	0.022681
0.000774	0.022470
0.000776	0.022253
0.000778	0.022042
0.000780	0.021838
0.000782	0.021635
0.000784	0.021425
0.000786	0.021211
0.000788	0.021000
0.000790	0.020796
0.000792	0.020591
0.000794	0.020382
0.000796	0.020170
0.000798	0.019960
0.000800	0.019755
0.000802	0.019551
0.000804	0.019342
0.000806	0.019131
0.000808	0.018922
0.000810	0.018717
0.000812	0.018512
0.000814	0.018304
